Â¼Òô,ÒµÎñ,Â¼Òô,±ê×¢
3892,radio,english\dzdm\X5\X5-20-DZ\M019\M019_080.wav,could you go to am nine two seven
3893,radio,english\dzdm\X5\X5-20-DZ\M019\M019_081.wav,could you go to fm one hundred and seven point five
3894,radio,english\dzdm\X5\X5-20-DZ\M019\M019_082.wav,could you go to fm ninety seven point eight
3895,radio,english\dzdm\X5\X5-20-DZ\M019\M019_083.wav,could you go to fm one zero five point one
3896,meida,english\dzdm\X5\X5-20-DZ\M019\M019_084.wav,i want to hear darren hayes's album spin
3897,meida,english\dzdm\X5\X5-20-DZ\M019\M019_085.wav,i want to hear tfboys's love with you in usb
3898,meida,english\dzdm\X5\X5-20-DZ\M019\M019_086.wav,i want to hear mariah carey's without you emotions in usb
3899,meida,english\dzdm\X5\X5-20-DZ\M019\M019_087.wav,i want to hear jennifer lopez's brave in usb
3900,meida,english\dzdm\X5\X5-20-DZ\M019\M019_088.wav,i want to hear bruno mars's unorthodox jukebox
3901,meida,english\dzdm\X5\X5-20-DZ\M019\M019_089.wav,i want to hear stewart mac's i love you
3902,meida,english\dzdm\X5\X5-20-DZ\M019\M019_090.wav,i want to hear simple plan's simple plan
3903,meida,english\dzdm\X5\X5-20-DZ\M019\M019_091.wav,play album trouble norwegian live in usb
3904,meida,english\dzdm\X5\X5-20-DZ\M019\M019_092.wav,play album the ballads in usb
3905,meida,english\dzdm\X5\X5-20-DZ\M019\M019_093.wav,play album warriors in usb
3906,meida,english\dzdm\X5\X5-20-DZ\M019\M019_094.wav,play album never been better
3907,meida,english\dzdm\X5\X5-20-DZ\M019\M019_095.wav,play album only love
3908,meida,english\dzdm\X5\X5-20-DZ\M019\M019_096.wav,play album planet pit
3909,meida,english\dzdm\X5\X5-20-DZ\M019\M019_097.wav,play greatest maksim in usb
3910,meida,english\dzdm\X5\X5-20-DZ\M019\M019_098.wav,play we are one in usb
3911,meida,english\dzdm\X5\X5-20-DZ\M019\M019_099.wav,play greatest hits in usb
3912,meida,english\dzdm\X5\X5-20-DZ\M019\M019_100.wav,play ready for love
3913,meida,english\dzdm\X5\X5-20-DZ\M019\M019_101.wav,play at night aloneast
3914,meida,english\dzdm\X5\X5-20-DZ\M019\M019_102.wav,play all i ever wanted
3915,meida,english\dzdm\X5\X5-20-DZ\M019\M019_103.wav,play jason chen's album let her go in usb
3916,meida,english\dzdm\X5\X5-20-DZ\M019\M019_104.wav,play adam lambert's album ghost town in usb
3917,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_105.wav,i would like to give robert ja a call
3918,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_106.wav,i would like to give kyle kirk a call
3919,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_107.wav,please call kevin lee
3920,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_108.wav,please call gabriel leonard
3921,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_109.wav,please call jason lester
3922,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_110.wav,please ring aaron may
3923,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_111.wav,please ring adam peters
3924,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_112.wav,please ring emily rodney
3925,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_113.wav,ring hannah rose
3926,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_114.wav,ring ashley shelley
3927,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_115.wav,ring sarah smith
3928,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_116.wav,please dial elizabeth taylor
3929,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_117.wav,please dial kayla tuener
3930,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_118.wav,please dial jessica williams
3931,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_119.wav,dial lauren arnold
3932,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_120.wav,dial brianna bell
3933,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_121.wav,dial victoria carter
3934,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_122.wav,ring up rachel christian immediately
3935,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_123.wav,ring up destiny clark immediately
3936,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_124.wav,ring up alyssa clive immediately
3937,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_125.wav,please make a phone call to julia duncan
3938,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_126.wav,please make a phone call to kaitlyn edward
3939,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_127.wav,please make a phone call to alexandra gary
3940,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_129.wav,please make a call to amanda giles
3941,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_130.wav,please make a call to rebecca jackson
3942,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_131.wav,make a phone call to amber keith
3943,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_132.wav,make a phone call to courtney kirk
3944,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_133.wav,make a phone call to jordan leonard
3945,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_134.wav,make a call to sierra leslie
3946,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_135.wav,make a call to uncle
3947,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_136.wav,i want to call alex
3948,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_137.wav,i want to call mike
3949,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_138.wav,i want to call charlie
3950,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_139.wav,i would like to call dad
3951,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_140.wav,i would like to call john
3952,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_141.wav,i would like to call thomas
3953,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_142.wav,give ross a call back
3954,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_143.wav,give iverson a call back
3955,telephone,english\dzdm\X5\X5-20-DZ\M019\M019_144.wav,give swift a call back
3956,map,english\dzdm\X5\X5-20-DZ\M019\M019_145.wav,where is the closest china welfare lottery
3957,map,english\dzdm\X5\X5-20-DZ\M019\M019_146.wav,where is the closest china sports lottery
3958,map,english\dzdm\X5\X5-20-DZ\M019\M019_147.wav,where is the closest diligent dental
3959,map,english\dzdm\X5\X5-20-DZ\M019\M019_148.wav,where is the closest right way real estate
3960,map,english\dzdm\X5\X5-20-DZ\M019\M019_149.wav,where is the nearest accommodation
3961,map,english\dzdm\X5\X5-20-DZ\M019\M019_150.wav,where is the nearest airport
3962,map,english\dzdm\X5\X5-20-DZ\M019\M019_151.wav,any book store nearby
3963,map,english\dzdm\X5\X5-20-DZ\M019\M019_152.wav,any chinese restaurant nearby
3964,map,english\dzdm\X5\X5-20-DZ\M019\M019_153.wav,any convenience store nearby
3965,map,english\dzdm\X5\X5-20-DZ\M019\M019_154.wav,help me locate the position of the nearest golf course
3966,map,english\dzdm\X5\X5-20-DZ\M019\M019_155.wav,tell me which is the nearest local delicacy and popular restaurant
3967,map,english\dzdm\X5\X5-20-DZ\M019\M019_156.wav,tell me which is the nearest lodging
3968,map,english\dzdm\X5\X5-20-DZ\M019\M019_157.wav,the nearest postal office
3969,map,english\dzdm\X5\X5-20-DZ\M019\M019_158.wav,the nearest public facilities
3970,map,english\dzdm\X5\X5-20-DZ\M019\M019_159.wav,the nearest public security bureau
3971,map,english\dzdm\X5\X5-20-DZ\M019\M019_160.wav,the nearest public toilets
3972,map,english\dzdm\X5\X5-20-DZ\M019\M019_161.wav,where is the quarantine station
3973,map,english\dzdm\X5\X5-20-DZ\M019\M019_162.wav,where is the accommodation
3974,map,english\dzdm\X5\X5-20-DZ\M019\M019_163.wav,where is the airport
3975,map,english\dzdm\X5\X5-20-DZ\M019\M019_164.wav,where is the amusement park
3976,map,english\dzdm\X5\X5-20-DZ\M019\M019_165.wav,where is the art gallery
3977,map,english\dzdm\X5\X5-20-DZ\M019\M019_166.wav,where is the automobile
3978,map,english\dzdm\X5\X5-20-DZ\M019\M019_167.wav,where is the bank
3979,map,english\dzdm\X5\X5-20-DZ\M019\M019_168.wav,bar nearby
3980,map,english\dzdm\X5\X5-20-DZ\M019\M019_169.wav,book store nearby
3981,map,english\dzdm\X5\X5-20-DZ\M019\M019_170.wav,building nearby
3982,map,english\dzdm\X5\X5-20-DZ\M019\M019_171.wav,car rental nearby
3983,map,english\dzdm\X5\X5-20-DZ\M019\M019_172.wav,chinese restaurant nearby
3984,map,english\dzdm\X5\X5-20-DZ\M019\M019_173.wav,church nearby
3985,map,english\dzdm\X5\X5-20-DZ\M019\M019_174.wav,cinema nearby
3986,map,english\dzdm\X5\X5-20-DZ\M019\M019_175.wav,i want to get some coffee near seven star
3987,map,english\dzdm\X5\X5-20-DZ\M019\M019_176.wav,i want to get some coffee near yangzhou restaurant
3988,map,english\dzdm\X5\X5-20-DZ\M019\M019_177.wav,i want to get some coffee near show house
3989,map,english\dzdm\X5\X5-20-DZ\M019\M019_178.wav,i want to get some coffee near north china photo electric
3990,map,english\dzdm\X5\X5-20-DZ\M019\M019_179.wav,i want to get some coffee near newsstand
3991,map,english\dzdm\X5\X5-20-DZ\M019\M019_180.wav,i want to get some coffee near tom sweet
3992,map,english\dzdm\X5\X5-20-DZ\M019\M019_181.wav,i want to grab some coffee near bus parking lot
3993,map,english\dzdm\X5\X5-20-DZ\M019\M019_182.wav,i want to grab some coffee near sunny new trunk
3994,map,english\dzdm\X5\X5-20-DZ\M019\M019_183.wav,i want to grab some coffee near fortune garden
3995,map,english\dzdm\X5\X5-20-DZ\M019\M019_184.wav,i want to grab some coffee near united hotel
3996,map,english\dzdm\X5\X5-20-DZ\M019\M019_185.wav,i want to grab some coffee near kefir fresh milk tea
3997,map,english\dzdm\X5\X5-20-DZ\M019\M019_186.wav,i want to grab some coffee near cest han cafe
3998,map,english\dzdm\X5\X5-20-DZ\M019\M019_187.wav,i want to grab some coffee near elements hotel
3999,map,english\dzdm\X5\X5-20-DZ\M019\M019_188.wav,i want to get some food near green vision gallery
4000,map,english\dzdm\X5\X5-20-DZ\M019\M019_189.wav,i want to get some food near classical artistic gallery
4001,map,english\dzdm\X5\X5-20-DZ\M019\M019_190.wav,i want to get some food near china women's university
4002,map,english\dzdm\X5\X5-20-DZ\M019\M019_191.wav,i want to get some food near panda pet house
4003,map,english\dzdm\X5\X5-20-DZ\M019\M019_192.wav,i want to get some food near coffee way
4004,map,english\dzdm\X5\X5-20-DZ\M019\M019_193.wav,i want to get some food near northwest flavor snack
4005,map,english\dzdm\X5\X5-20-DZ\M019\M019_194.wav,i want to get some food near united hotel
4006,map,english\dzdm\X5\X5-20-DZ\M019\M019_195.wav,any craft and gift shop nearby
4007,map,english\dzdm\X5\X5-20-DZ\M019\M019_196.wav,help me locate the position of the nearest historical sites
4008,map,english\dzdm\X5\X5-20-DZ\M019\M019_197.wav,tell me which is the nearest museum
4009,map,english\dzdm\X5\X5-20-DZ\M019\M019_198.wav,the nearest quarantine station
4010,map,english\dzdm\X5\X5-20-DZ\M019\M019_199.wav,where is the bar
4011,map,english\dzdm\X5\X5-20-DZ\M019\M019_200.wav,convenience store nearby
4012,map,english\dzdm\X5\X5-20-DZ\M019\M019_201.wav,where is the nearest building
4013,map,english\dzdm\X5\X5-20-DZ\M019\M019_202.wav,any electronics store nearby
4014,map,english\dzdm\X5\X5-20-DZ\M019\M019_203.wav,help me locate the position of the nearest hotel
4015,map,english\dzdm\X5\X5-20-DZ\M019\M019_204.wav,tell me which is the nearest natural sand beach
4016,map,english\dzdm\X5\X5-20-DZ\M019\M019_205.wav,the nearest accommodation
4017,map,english\dzdm\X5\X5-20-DZ\M019\M019_206.wav,where is the book store
4018,map,english\dzdm\X5\X5-20-DZ\M019\M019_207.wav,craft and gift shop nearby
4019,map,english\dzdm\X5\X5-20-DZ\M019\M019_208.wav,where is the nearest car rental
4020,map,english\dzdm\X5\X5-20-DZ\M019\M019_209.wav,any fast food nearby
4021,map,english\dzdm\X5\X5-20-DZ\M019\M019_210.wav,help me locate the position of the nearest jewelry
4022,map,english\dzdm\X5\X5-20-DZ\M019\M019_211.wav,tell me which is the nearest park
4023,map,english\dzdm\X5\X5-20-DZ\M019\M019_212.wav,the nearest airport
4024,map,english\dzdm\X5\X5-20-DZ\M019\M019_213.wav,where is the building
4025,map,english\dzdm\X5\X5-20-DZ\M019\M019_214.wav,electronics store nearby
4026,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_001.wav,i need to check my agenda on monday
4027,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_002.wav,i need to check my schedule on tuesday
4028,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_003.wav,i need to check agenda on wednesday
4029,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_004.wav,i need to check schedule on thursday
4030,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_005.wav,check my schedule
4031,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_006.wav,what s the schedule for today
4032,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_007.wav,what s today's schedule
4033,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_008.wav,what s tomorrow's schedule
4034,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_009.wav,open scheduled destination
4035,scheduled_destination,english\dzdm\X5\X5-20-DZ\M020\M020_010.wav,scheduled destination
4036,news,english\dzdm\X5\X5-20-DZ\M020\M020_011.wav,what s new in today's entertainment news
4037,news,english\dzdm\X5\X5-20-DZ\M020\M020_012.wav,what s new in today's technology news
4038,news,english\dzdm\X5\X5-20-DZ\M020\M020_013.wav,i want to read the news
4039,news,english\dzdm\X5\X5-20-DZ\M020\M020_014.wav,what s the latest headline today
4040,news,english\dzdm\X5\X5-20-DZ\M020\M020_015.wav,listen to the news
4041,news,english\dzdm\X5\X5-20-DZ\M020\M020_016.wav,i want to hear the news
4042,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_017.wav,how is the traffic at the intersection of nanjing road and chengdu avenue
4043,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_018.wav,how is the traffic at the intersection of south fifth road and wuhan road east section in hangzhou
4044,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_019.wav,how is the traffic at the intersection of beijing lady's street and beijing lady's street
4045,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_020.wav,how is the traffic at the intersection of beijing street and beijing street
4046,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_021.wav,how is the traffic at the intersection of shanghai street and shanghai street
4047,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_022.wav,how is the traffic at the intersection of tianjin avenue and tianjin avenue
4048,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_023.wav,how is the traffic at the intersection of tianjin north street and tianjin north street
4049,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_024.wav,how is the traffic at the intersection of shenzhen street and shenzhen street
4050,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_025.wav,how is the traffic at the intersection of chongqing south street and chongqing south street
4051,traffic,english\dzdm\X5\X5-20-DZ\M020\M020_026.wav,how is the traffic at the intersection of suzhou bridge and suzhou bridge in chengdu
4052,help,english\dzdm\X5\X5-20-DZ\M020\M020_027.wav,what should i say when i want to call someone
4053,help,english\dzdm\X5\X5-20-DZ\M020\M020_028.wav,what can you do for me
4054,help,english\dzdm\X5\X5-20-DZ\M020\M020_029.wav,what functions do you have
4055,help,english\dzdm\X5\X5-20-DZ\M020\M020_030.wav,introduce your functions to me
4056,help,english\dzdm\X5\X5-20-DZ\M020\M020_031.wav,help me
4057,help,english\dzdm\X5\X5-20-DZ\M020\M020_032.wav,schedule help
4058,help,english\dzdm\X5\X5-20-DZ\M020\M020_033.wav,traffic help
4059,help,english\dzdm\X5\X5-20-DZ\M020\M020_034.wav,agenda help
4060,help,english\dzdm\X5\X5-20-DZ\M020\M020_035.wav,what commands can i say
4061,help,english\dzdm\X5\X5-20-DZ\M020\M020_036.wav,media help
4062,help,english\dzdm\X5\X5-20-DZ\M020\M020_037.wav,what voice commands are there
4063,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_038.wav,call
4064,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_039.wav,dial
4065,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_040.wav,answer
4066,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_041.wav,hang up
4067,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_042.wav,ignore
4068,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_043.wav,except
4069,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_044.wav,the previous page
4070,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_045.wav,the next page
4071,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_046.wav,turn down
4072,cmd,english\dzdm\X5\X5-20-DZ\M020\M020_047.wav,turn up
4073,wether,english\dzdm\X5\X5-20-DZ\M020\M020_048.wav,what s the weather like in guangzhou on spring festival
4074,wether,english\dzdm\X5\X5-20-DZ\M020\M020_049.wav,what s the weather like in shenzhen on new year's day
4075,wether,english\dzdm\X5\X5-20-DZ\M020\M020_050.wav,what s the weather like in tianjin on women's day
4076,wether,english\dzdm\X5\X5-20-DZ\M020\M020_051.wav,check the forecast
4077,wether,english\dzdm\X5\X5-20-DZ\M020\M020_052.wav,check the weather
4078,wether,english\dzdm\X5\X5-20-DZ\M020\M020_053.wav,weather forecast
4079,wether,english\dzdm\X5\X5-20-DZ\M020\M020_054.wav,can i wash the car
4080,wether,english\dzdm\X5\X5-20-DZ\M020\M020_055.wav,what is the pm two point five index today
4081,wether,english\dzdm\X5\X5-20-DZ\M020\M020_056.wav,is the pollution serious tomorrow
4082,wether,english\dzdm\X5\X5-20-DZ\M020\M020_057.wav,will the pollution be serious tomorrow
4083,wether,english\dzdm\X5\X5-20-DZ\M020\M020_058.wav,what is the pm two point five index in the next few days
4084,wether,english\dzdm\X5\X5-20-DZ\M020\M020_059.wav,is there haze in the next few days
4085,wether,english\dzdm\X5\X5-20-DZ\M020\M020_060.wav,will there be haze in the next few days
4086,wether,english\dzdm\X5\X5-20-DZ\M020\M020_061.wav,is it windy today
4087,wether,english\dzdm\X5\X5-20-DZ\M020\M020_062.wav,is it hot today
4088,radio,english\dzdm\X5\X5-20-DZ\M020\M020_063.wav,could you go to ninety seven point seven
4089,radio,english\dzdm\X5\X5-20-DZ\M020\M020_064.wav,could you go to nine four
4090,radio,english\dzdm\X5\X5-20-DZ\M020\M020_065.wav,could you go to eighty eight point nine
4091,radio,english\dzdm\X5\X5-20-DZ\M020\M020_066.wav,am nine nine zero
4092,radio,english\dzdm\X5\X5-20-DZ\M020\M020_067.wav,am nine nine nine
4093,radio,english\dzdm\X5\X5-20-DZ\M020\M020_068.wav,am one zero zero eight
4094,radio,english\dzdm\X5\X5-20-DZ\M020\M020_069.wav,fm one hundred and seven point two
4095,radio,english\dzdm\X5\X5-20-DZ\M020\M020_070.wav,fm nine four
4096,radio,english\dzdm\X5\X5-20-DZ\M020\M020_071.wav,fm ninety seven point two
4097,radio,english\dzdm\X5\X5-20-DZ\M020\M020_072.wav,fm nine two one
4098,radio,english\dzdm\X5\X5-20-DZ\M020\M020_073.wav,am eight eight eight
4099,radio,english\dzdm\X5\X5-20-DZ\M020\M020_074.wav,am two eight eight
4100,radio,english\dzdm\X5\X5-20-DZ\M020\M020_075.wav,am two two five
